Modeling variability from requirements to runtime|http://dx.doi.org/10.1109/ICECCS.2011.15
A feature-oriented approach for Web service customization|http://dx.doi.org/10.1109/ICWS.2010.64
Modeling product lines with kripke structures and modal logic|http://dx.doi.org/10.1007/978-3-319-25150-9_12
Modeling product lines with kripke structures and modal logic|http://dx.doi.org/10.7561/SACS.2016.1.69
SIP: Optimal product selection from feature models using many-objective evolutionary optimization|http://dx.doi.org/10.1145/2897760
A formal modeling and analysis framework for software product line of preemptive real-time systems|http://dx.doi.org/10.1145/2851613.2851977
Analysis of feature models using alloy: A survey|http://dx.doi.org/10.4204/EPTCS.206.5
Conflict detection for edits on extended feature models using symbolic graph transformation|http://dx.doi.org/10.4204/EPTCS.206.3
JPI feature models-Exploring a JPI and FOP symbiosis for software modeling|http://dx.doi.org/10.1109/SCCC.2015.7416583
Context aware reconfiguration in Software Product Lines|http://dx.doi.org/10.1145/2866614.2866620
CardyGAn: Tool support for cardinality-based feature models|http://dx.doi.org/10.1145/2866614.2866619
Feature model augmentation with sentiment analysis for product line planning|http://dx.doi.org/10.1109/IEEM.2015.7385935
FeatureIDE: Scalable product configuration of variable systems|http://dx.doi.org/10.1007/978-3-319-35122-3_27
A feature-oriented mobile software development framework to resolve the device fragmentation phenomenon for application developers in the mobile software ecosystem|http://dx.doi.org/10.1007/978-3-319-38904-2_20
Toward recovering component-based software product line architecture from object-oriented product variants|http://dx.doi.org/10.18293/SEKE2016-066
Carrying ideas from knowledge-based configuration to software product lines|http://dx.doi.org/10.1007/978-3-319-35122-3_4
Common metamodel of component diagram and feature diagram in generative programming|http://dx.doi.org/10.3844/jcssp.2016.517.526
An approach for prioritizing software features based on node centrality in probability network|http://dx.doi.org/10.1007/978-3-319-35122-3_8
Statistical model checking for product lines|http://dx.doi.org/10.1007/978-3-319-47166-2_8
Quantitative and qualitative empirical analysis of three feature modeling tools|http://dx.doi.org/10.1007/978-3-319-56390-9_4
Combinatory synthesis of classes using feature grammars|http://dx.doi.org/10.1007/978-3-319-28934-2_7
Feature location benchmark for software families using eclipse community releases|http://dx.doi.org/10.1007/978-3-319-35122-3_18
Mind the gap! automated anomaly detection for potentially unbounded cardinality-based feature models|http://dx.doi.org/10.1007/978-3-662-49665-7_10
Family-based modeling and analysis for probabilistic systems – featuring PROFEAT|http://dx.doi.org/10.1007/978-3-662-49665-7_17
Research on Methods for Discovering and Selecting Cloud Infrastructure Services Based on Feature Modeling|http://dx.doi.org/10.1155/2016/8194832
Supervisory controller synthesis for product lines using CIF 3|http://dx.doi.org/10.1007/978-3-319-47166-2_59
Faithful modeling of product lines with kripke structures and modal logic|http://dx.doi.org/10.7561/SACS.2016.1.69
Traceability analyses between features and assets in software product lines|http://dx.doi.org/10.3390/e18080269
Cost-related interface for software product lines|http://dx.doi.org/10.1016/j.jlamp.2015.09.009
Evolutionary computation for software product line testing: An overview and open challenges|http://dx.doi.org/10.1007/978-3-319-25964-2_4
Managing trade-offs among architectural tactics using feature models and feature-solution graphs|http://dx.doi.org/10.1109/ColumbianCC.2015.7333406
A visual support for decomposing complex feature models|http://dx.doi.org/10.1109/VISSOFT.2015.7332417
Addressing metamodel revisions in model-based Software Product Lines|http://dx.doi.org/10.1145/2936314.2814214
Addressing metamodel revisions in model-based Software Product Lines|http://dx.doi.org/10.1145/2814204.2814214
SmartyCo: Managing Cyber-Physical systems for smart environments|http://dx.doi.org/10.1007/978-3-319-23727-5_25
Automating Resource Selection and Configuration in Inter-clouds through a Software Product Line Method|http://dx.doi.org/10.1109/CLOUD.2015.101
Web Service Customization Based on Service Feature Model|http://dx.doi.org/10.1109/SCC.2015.91
Dynamically Evolving the Structural Variability of Dynamic Software Product Lines|http://dx.doi.org/10.1109/SEAMS.2015.24
Automatic promotional specialization, generalization and analysis of extended feature models with cardinalities in Alloy|http://dx.doi.org/10.1016/j.jlamp.2014.11.005
Evolution in dynamic software product lines: Challenges and perspectives|http://dx.doi.org/10.1145/2791060.2791101
Using Multiple feature models to specify configuration options for electrical transformers: An experience report|http://dx.doi.org/10.1145/2791060.2791091
SAT-based analysis of large real-world feature models is easy|http://dx.doi.org/10.1145/2791060.2791070
Detecting and explaining conflicts in attributed feature models|http://dx.doi.org/10.4204/EPTCS.182.3
Towards understanding cognitive aspects of configuration knowledge formalization|http://dx.doi.org/10.1145/2701319.2701327
Intelligent techniques for configuration knowledge evolution|http://dx.doi.org/10.1145/2701319.2701320
Automatic generation of SPL structurally valid products: An approach based on progressive composition of partial configurations|http://dx.doi.org/10.1109/IACS.2015.7103196
On the support of automated analysis chains on enterprise models|http://dx.doi.org/10.1007/978-3-319-19237-6_22
Metrics for the evaluation of feature models in an industrial context: A case study at opel|http://dx.doi.org/10.1007/978-3-319-16101-3_3
The semantics of cardinality-based feature models via formal languages|http://dx.doi.org/10.1007/978-3-319-19249-9_28
A science mapping analysis of the literature on software product lines|http://dx.doi.org/10.1007/978-3-319-22689-7_18
Towards automatic decision support for bike-sharing system design|http://dx.doi.org/10.1007/978-3-662-49224-6_22
Handling regulatory goal model families as software product lines|http://dx.doi.org/10.1007/978-3-319-19069-3_12
Optimized feature selection towards functional and non-functional requirements in Software Product Lines|http://dx.doi.org/10.1109/SANER.2015.7081829
Towards more relational feature models|http://dx.doi.org/10.5220/0005553403810386
On the reuse of goal models|http://dx.doi.org/10.1007/978-3-319-24912-4_11
Generating tests for detecting faults in feature models|http://dx.doi.org/10.1109/ICST.2015.7102591
Prototyping software product lines analysis with pharo|http://dx.doi.org/10.1145/2991041.2991053
Hierarchical Multiset Theories of Cardinality-Based Feature Diagrams|http://dx.doi.org/10.1109/TASE.2016.14
Using microsoft solver foundation to analyse feature models and configurations|http://dx.doi.org/10.1109/EATIS.2016.7520125
Automatic Detection and Removal of Conformance Faults in Feature Models|http://dx.doi.org/10.1109/ICST.2016.10
Mixing of join point interfaces and feature-oriented programming for modular software product line|http://dx.doi.org/10.4108/eai.3-12-2015.2262534
A preliminary empirical assessment of similarity for combinatorial interaction testing of software product lines|http://dx.doi.org/10.1145/2897010.2897011
Coordinated run-time adaptation of variability-intensive systems: An application in cloud computing|http://dx.doi.org/10.1145/2897045.2897049
Featured model types: Towards systematic reuse in modelling language engineering|http://dx.doi.org/10.1145/2896982.2896987
Service feature modeling: modeling and participatory ranking of service design alternatives|http://dx.doi.org/10.1007/s10270-014-0414-4
An impact analysis method of business processes evolution in enterprise architecture|http://dx.doi.org/10.1109/PIC.2016.7949595
Leveraging variability modeling to address metamodel revisions in Model-based Software Product Lines|http://dx.doi.org/10.1016/j.cl.2016.08.003
Automating identification of services and their variability for product lines using NSGA-II|http://dx.doi.org/10.1007/s11704-016-5121-6
Automated product line test case selection: industrial case study and controlled experiment|http://dx.doi.org/10.1007/s10270-015-0462-4
Hyper-Heuristic Based Product Selection for Software Product Line Testing|http://dx.doi.org/10.1109/MCI.2017.2670461
Collaborative development of feature models and evaluation of performance bounds|http://dx.doi.org/10.1145/3019612.3019768
A survey on scalability and performance concerns in extended product lines configuration|http://dx.doi.org/10.1145/3023956.3023959
Specification and automated validation of staged reconfiguration processes for dynamic software product lines|http://dx.doi.org/10.1007/s10270-015-0470-4
Analysing the Linux kernel feature model changes using FMDiff|http://dx.doi.org/10.1007/s10270-015-0472-2
Feature modeling tool: A proposal using ADOxx technology|http://dx.doi.org/10.1109/CLEI.2016.7833363
Variability management for automated production systems using product lines and feature models|http://dx.doi.org/10.1109/INDIN.2016.7819355
Test case prioritization techniques for software product line: A survey|http://dx.doi.org/10.1109/CCAA.2016.7813841
Hybrid algorithms based on integer programming for the search of prioritized test data in software product lines|http://dx.doi.org/10.1007/978-3-319-55792-2_1
A source level empirical study of features and their interactions in variable software|http://dx.doi.org/10.1109/SCAM.2016.16
Adaptive Deployment Infrastructure for Android Applications|http://dx.doi.org/10.1109/EDCC.2016.25
Deriving products for variability test of Feature Models with a hyper-heuristic approach|http://dx.doi.org/10.1016/j.asoc.2016.07.059
IBED: Combining IBEA and DE for optimal feature selection in software product line engineering|http://dx.doi.org/10.1016/j.asoc.2016.07.040
Implicit constraints in partial feature models|http://dx.doi.org/10.1145/3001867.3001870
Explaining anomalies in feature models|http://dx.doi.org/10.1145/2993236.2993248
Explaining anomalies in feature models|http://dx.doi.org/10.1145/3093335.2993248
A feature-based personalized recommender system for product-line configuration|http://dx.doi.org/10.1145/2993236.2993249
A feature-based personalized recommender system for product-line configuration|http://dx.doi.org/10.1145/3093335.2993249
Investigation of feature run-time conflicts on goal model-based reuse|http://dx.doi.org/10.1007/s10796-016-9657-7
Exploiting the enumeration of all feature model configurations: A new perspective with distributed computing|http://dx.doi.org/10.1145/2934466.2934478
Verification of SPL feature model by using Bayesian Network|http://dx.doi.org/10.17485/ijst/2016/v9i31/93731
Feature selection optimization based on atomic set and genetic algorithm in software product line|http://dx.doi.org/10.1007/978-3-319-69096-4_14
Product configuration based on feature model|http://dx.doi.org/10.1007/978-3-319-69096-4_15
ProFeat: feature-oriented engineering for family-based probabilistic model checking|http://dx.doi.org/10.1007/s00165-017-0432-4
Augmenting feature model through customer preference mining by hybrid sentiment analysis|http://dx.doi.org/10.1016/j.eswa.2017.07.021
A configurable validation environment for refactored embedded software: An application to the vertical transport domain|http://dx.doi.org/10.1109/ISSREW.2017.9
Software Product Lines with Design Choices: Reasoning about Variability and Design Uncertainty|http://dx.doi.org/10.1109/MODELS.2017.3
Reducing impact of negative complexity on sustainability of mass customization|http://dx.doi.org/10.3390/su9112014
Combining evolutionary algorithms with constraint solving for configuration optimization|http://dx.doi.org/10.1109/ICSME.2017.32
Variability extraction and modeling for product variants|http://dx.doi.org/10.1007/s10270-015-0512-y
Anomaly detection and explanation in context-aware software product lines|http://dx.doi.org/10.1145/3109729.3109752
FMCAT: Supporting dynamic service-based product lines|http://dx.doi.org/10.1145/3109729.3109760
Orchestration of dynamic service product lines with featured modal contract automata|http://dx.doi.org/10.1145/3109729.3109741
Exploring efficient analysis alternatives on feature models|http://dx.doi.org/10.1145/3109729.3109747
Test optimisation for highly-configurable cyber-physical systems|http://dx.doi.org/10.1145/3109729.3109745
Automated repairing of variability models|http://dx.doi.org/10.1145/3106195.3106206
An empirical study of configuration mismatches in linux|http://dx.doi.org/10.1145/3106195.3106208
Search-based product line fault detection allocating test cases iteratively|http://dx.doi.org/10.1145/3106195.3106210
QoS Based Framework for Configurable IaaS Cloud Services Discovery|http://dx.doi.org/10.1109/ICWS.2017.53
Exploring quality measures for the evaluation of feature models: a case study|http://dx.doi.org/10.1016/j.jss.2016.07.040
Automatic generation of test system instances for configurable cyber-physical systems|http://dx.doi.org/10.1007/s11219-016-9341-7
Dohko: an autonomic system for provision, configuration, and management of inter-cloud environments based on a software product line engineering method|http://dx.doi.org/10.1007/s10586-017-0897-1
Constraint-based and SAT-based diagnosis of automotive configuration problems|http://dx.doi.org/10.1007/s10844-016-0422-7
Extending Dynamic Software Product Lines with Temporal Constraints|http://dx.doi.org/10.1109/SEAMS.2017.6
Supporting the Development of Interdisciplinary Product Lines in the Manufacturing Domain|http://dx.doi.org/10.1016/j.ifacol.2017.08.870
A collaborative-based recommender system for configuration of extended product lines|http://dx.doi.org/10.1109/ICSE-C.2017.36
Formal semantics and analysis tasks for ME-MAP models|http://dx.doi.org/10.1109/RCIS.2017.7956542
Software Product Line Testing Based on Feature Model Mutation|http://dx.doi.org/10.1142/S0218194017500309
Automating feature model refactoring: A Model transformation approach|http://dx.doi.org/10.1016/j.infsof.2016.08.011
Multi-objective test case prioritization in highly configurable systems: A case study|http://dx.doi.org/10.1016/j.jss.2016.09.045
A systematic test case selection methodology for product lines: results and insights from an industrial case study|http://dx.doi.org/10.1007/s10664-014-9345-5
Testing variability-intensive systems using automated analysis: an application to android|http://dx.doi.org/10.1007/s11219-014-9258-y
Attribute-based variability in feature models|http://dx.doi.org/10.1007/s00766-014-0216-9
A bibliometric analysis of 20 years of research on software product lines|http://dx.doi.org/10.1016/j.infsof.2015.11.004
Empirical validating the cognitive effectiveness of a new feature diagrams visual syntax|http://dx.doi.org/10.1016/j.infsof.2015.10.012
Augmenting measure sensitivity to detect essential, dispensable and highly incompatible features in mass customization|http://dx.doi.org/10.1016/j.ejor.2015.08.005
An Ontology-Based Product Architecture Derivation Approach|http://dx.doi.org/10.1109/TSE.2015.2449854
Generating counterexamples of model-based software product lines|http://dx.doi.org/10.1007/s10009-014-0341-2
Mapping the design-space of textual variability modeling languages: a refined analysis|http://dx.doi.org/10.1007/s10009-014-0362-x
Presence-condition simplification in highly configurable systems|http://dx.doi.org/10.1109/ICSE.2015.39
Combining multi-objective search and constraint solving for configuring large software product lines|http://dx.doi.org/10.1109/ICSE.2015.69
Where do configuration constraints stem from? An extraction approach and an empirical study|http://dx.doi.org/10.1109/TSE.2015.2415793
Ontology-based feature modeling: An empirical study in changing scenarios|http://dx.doi.org/10.1016/j.eswa.2015.02.020
Variability modeling in the real: A perspective from the operating systems domain|http://dx.doi.org/10.1145/1858996.1859010
On-demand feature recommendations derived from mining public product descriptions|http://dx.doi.org/10.1145/1985793.1985819
A genetic algorithm for optimized feature selection with resource constraints in software product lines|http://dx.doi.org/10.1016/j.jss.2011.06.026
Assessing the maintainability of software product line feature models using structural metrics|http://dx.doi.org/10.1007/s11219-010-9127-2
Heterogeneous feature models and feature selection applied to bearing fault diagnosis|http://dx.doi.org/10.1109/TIE.2014.2327589
Familiar: A domain-specific language for large scale management of feature models|http://dx.doi.org/10.1016/j.scico.2012.12.004
Automated diagnosis of feature model configurations|http://dx.doi.org/10.1016/j.jss.2010.02.017
Mining configuration constraints: Static analyses and empirical results|http://dx.doi.org/10.1145/2568225.2568283
Automated metamorphic testing on the analyses of feature models|http://dx.doi.org/10.1016/j.infsof.2010.11.002
BeTTy: benchmarking and testing on the automated analysis of feature models|http://dx.doi.org/10.1145/2110147.2110155
Decision-making coordination and efficient reasoning techniques for feature-based configuration|http://dx.doi.org/10.1016/j.scico.2009.12.004
Model-driven support for product line evolution on feature level|http://dx.doi.org/10.1016/j.jss.2011.08.008
A learning-based framework for engineering feature-oriented self-adaptive software systems|http://dx.doi.org/10.1109/TSE.2013.37
Efficient synthesis of feature models|http://dx.doi.org/10.1145/2362536.2362553
Constraints: The heart of domain and application engineering in the product lines engineering strategy|http://dx.doi.org/10.4018/jismd.2012040102
Towards automated testing and fixing of re-engineered Feature Models|http://dx.doi.org/10.1109/ICSE.2013.6606689
A performance comparison of contemporary algorithmic approaches for automated analysis operations on feature models|http://dx.doi.org/10.1109/ASE.2011.6100068
AoURN-based modeling and analysis of software product lines|http://dx.doi.org/10.1007/s11219-011-9153-8
Evolving feature model configurations in software product lines|http://dx.doi.org/10.1016/j.jss.2013.10.010
Toward automated feature model configuration with optimizing non-functional requirements|http://dx.doi.org/10.1016/j.infsof.2014.03.005
Composing multiple variability artifacts to assemble coherent workflows|http://dx.doi.org/10.1007/s11219-011-9170-7
Measuring the structural complexity of feature models|http://dx.doi.org/10.1109/ASE.2013.6693103
Visualization of variability and configuration options|http://dx.doi.org/10.1007/s10009-012-0252-z
Extraction and evolution of architectural variability models in plugin-based systems|http://dx.doi.org/10.1007/s10270-013-0364-2
From feature models to decision models and back again an analysis based on formal transformations|http://dx.doi.org/10.1145/2362536.2362555
From extended feature models to constraint logic programming|http://dx.doi.org/10.1016/j.scico.2012.06.004
Automated generation of computationally hard feature models using evolutionary algorithms|http://dx.doi.org/10.1016/j.eswa.2013.12.028
Safe composition of configuration knowledge-based software product lines|http://dx.doi.org/10.1016/j.jss.2012.11.006
Safe composition of configuration knowledge-based software product lines|http://dx.doi.org/10.1109/SBES.2011.15
Tracing spls precisely and efficiently|http://dx.doi.org/10.1145/2362536.2362562
Functional testing of feature model analysis tools: a test suite|http://dx.doi.org/10.1049/iet-sen.2009.0096
A Scientific Software Product Line for the Bioinformatics domain|http://dx.doi.org/10.1016/j.jbi.2015.05.014
Automated metamorphic testing of variability analysis tools|http://dx.doi.org/10.1002/stvr.1566
Change impact analysis of feature models|http://dx.doi.org/10.1007/978-3-642-33308-8_10
Feature-based classification of bidirectional transformation approaches|http://dx.doi.org/10.1007/s10270-014-0450-0
Development and validation of customized process models|http://dx.doi.org/10.1016/j.jss.2014.05.063
